🕘️更新时间,#genre#
陕西卫视,http://114.240.224.31:3000/rtp/239.3.1.41:8140
陕西卫视,http://61.190.129.195:8686/rtp/238.1.78.88:6576
四川卫视,http://111.165.217.44:50000/rtp/225.1.1.123:5002
四川卫视,http://14.112.86.85:4022/rtp/239.77.1.30:5146
四川卫视,http://14.112.86.85:4022/rtp/239.77.0.159:5146
四川卫视,http://14.112.86.85:4022/rtp/239.77.0.163:5146
四川卫视,http://117.86.50.46:7777/rtp/239.49.1.43:6000
四川卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/5000000004000006119/index.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3
四川卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225487/2/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226338/index.m3u8
四川卫视,http://117.86.50.46:7777/rtp/239.49.8.184:6000
深圳卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/szws-hd/2500.m3u8?innersid=15000776628606995758
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8
深圳卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/1000000005000265028/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225741/2/index.m3u8
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225700/2/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226313/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226313/index.m3u8
三沙卫视,http://111.165.217.44:50000/rtp/225.1.2.181:5002
三沙卫视,http://123.113.237.161:8888/rtp/239.3.1.155:4120
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120
三沙卫视,http://114.253.57.101:10000/rtp/239.3.1.155:4120
三沙卫视,http://114.252.236.205:8000/rtp/239.3.1.155:4120
三沙卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/5000000011000288016/index.m3u8?channel-id=bestzb&Contentid=5000000011000288016&livemode=1&stbId=3
三沙卫视,http://114.240.224.31:3000/rtp/239.3.1.155:4120
三沙卫视,http://61.190.129.195:8686/rtp/238.1.78.27:6144
三沙卫视,http://111.196.135.75:8686/rtp/239.3.1.155:4120
三沙卫视,http://114.95.156.205:4022/rtp/239.45.1.82:5140
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.165.217.44:50000/rtp/225.1.1.111:5002
天津卫视,http://14.112.86.85:4022/rtp/239.77.1.37:5146
天津卫视,http://14.112.86.85:4022/rtp/239.77.0.97:5146
天津卫视,http://14.112.86.85:4022/rtp/239.77.0.131:5146
天津卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/1000000005000265026/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225698/2/index.m3u8
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225739/2/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225972/main.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226459/index.m3u8
西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8
西藏卫视,http://111.165.217.44:50000/rtp/225.1.1.51:5002
西藏卫视,http://117.86.50.46:7777/rtp/239.49.1.139:6000
西藏卫视,http://123.113.237.161:8888/rtp/239.3.1.47:8164
西藏卫视,http://123.113.187.204:8000/rtp/239.3.1.47:8164
西藏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225723/2/index.m3u8
西藏卫视,http://123.157.31.182:7912/rtp/233.50.201.70:5140
西藏卫视,http://114.253.57.101:10000/rtp/239.3.1.47:8164
西藏卫视,http://114.252.236.205:8000/rtp/239.3.1.47:8164
西藏卫视,http://114.240.224.31:3000/rtp/239.3.1.47:8164
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://111.165.217.44:50000/rtp/225.1.1.35:5002
新疆卫视,http://117.86.50.46:7777/rtp/239.49.1.239:6000
新疆卫视,http://123.113.237.161:8888/rtp/239.3.1.48:8160
新疆卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225725/2/index.m3u8
新疆卫视,http://123.113.187.204:8000/rtp/239.3.1.48:8160
新疆卫视,http://114.253.57.101:10000/rtp/239.3.1.48:8160
新疆卫视,http://114.252.236.205:8000/rtp/239.3.1.48:8160
新疆卫视,http://114.240.224.31:3000/rtp/239.3.1.48:8160
云南卫视,http://111.165.217.44:50000/rtp/225.1.1.61:5002
云南卫视,http://14.112.86.85:4022/rtp/239.77.1.72:5146
云南卫视,http://14.112.86.85:4022/rtp/239.253.43.100:5146
云南卫视,http://117.86.50.46:7777/rtp/239.49.1.235:6000
云南卫视,http://117.86.50.46:7777/rtp/239.49.8.227:6000
云南卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/5000000011000031120/index.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3
云南卫视,http://123.113.237.161:8888/rtp/239.3.1.26:8108
云南卫视,http://125.89.163.44:8888/rtp/239.77.1.72:5146
云南卫视,http://125.89.163.44:8888/rtp/239.253.43.100:5146
云南卫视,http://123.113.187.204:8000/rtp/239.3.1.26:8108

☘️广东频道,#genre#
广东珠江,http://14.112.86.85:4022/rtp/239.77.0.1:5146
广东珠江,http://14.112.86.85:4022/rtp/239.77.0.114:5146
广东珠江,http://14.112.86.85:4022/rtp/239.77.1.94:5146
广东珠江,http://125.89.163.44:8888/rtp/239.77.0.1:5146
广东珠江,http://125.89.163.44:8888/rtp/239.77.0.114:5146
广东珠江,http://125.89.163.44:8888/rtp/239.77.1.94:5146
广东珠江,http://119.134.111.179:8888/rtp/239.77.0.1:5146
广东珠江,http://119.134.111.179:8888/rtp/239.77.0.114:5146
广东珠江,http://119.134.111.179:8888/rtp/239.77.1.94:5146
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.191:11111
广东体育,http://14.112.86.85:4022/rtp/239.77.0.112:5146
广东体育,http://14.112.86.85:4022/rtp/239.77.0.168:5146
广东体育,http://14.112.86.85:4022/rtp/239.77.1.97:5146
广东体育,http://125.89.163.44:8888/rtp/239.77.0.112:5146
广东体育,http://125.89.163.44:8888/rtp/239.77.0.168:5146
广东体育,http://125.89.163.44:8888/rtp/239.77.1.97:5146
广东体育,http://119.134.111.179:8888/rtp/239.77.0.112:5146
广东体育,http://119.134.111.179:8888/rtp/239.77.0.168:5146
广东体育,http://119.134.111.179:8888/rtp/239.77.1.97:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146
广东新闻,http://14.112.86.85:4022/rtp/239.77.0.173:5146
广东新闻,http://14.112.86.85:4022/rtp/239.77.0.4:5146
广东新闻,http://125.89.163.44:8888/rtp/239.77.0.173:5146
广东新闻,http://125.89.163.44:8888/rtp/239.77.0.4:5146
广东新闻,http://119.134.111.179:8888/rtp/239.77.0.173:5146
广东新闻,http://119.134.111.179:8888/rtp/239.77.0.4:5146
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8
广东新闻,http://mzitv.cn:32/tsfile/live/1007_1.m3u8
广东卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/gdws-hd/2500.m3u8?innersid=2310031483208039305
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/1000000005000265034/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225701/2/index.m3u8
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225742/2/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
广东民生,http://14.112.86.85:4022/rtp/239.77.0.225:5146
广东民生,http://14.112.86.85:4022/rtp/239.77.0.5:5146
广东民生,http://125.89.163.44:8888/rtp/239.77.0.225:5146
广东民生,http://125.89.163.44:8888/rtp/239.77.0.5:5146
广东民生,http://119.134.111.179:8888/rtp/239.77.0.225:5146
广东民生,http://119.134.111.179:8888/rtp/239.77.0.5:5146
广东民生,http://qjrhc.jydjd.top:2911/udp/224.1.100.152:11111
广东民生,http://121.33.239.242:9901/tsfile/live/1003_1.m3u8
广东民生,http://121.33.239.242:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
大湾区卫视,http://14.112.86.85:4022/rtp/239.77.0.215:5146
大湾区卫视,http://14.112.86.85:4022/rtp/239.77.1.12:5146
大湾区卫视,http://125.89.163.44:8888/rtp/239.77.0.215:5146
大湾区卫视,http://125.89.163.44:8888/rtp/239.77.1.12:5146
大湾区卫视,http://119.134.111.179:8888/rtp/239.77.0.215:5146
大湾区卫视,http://119.134.111.179:8888/rtp/239.77.1.12:5146
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.7:11111
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.153:11111
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=6d9c0311929fc12857f6b810fab0188b&txTime=1913a3ed516
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,http://14.112.86.85:4022/rtp/239.253.43.66:5146
广州综合,http://14.112.86.85:4022/rtp/239.253.43.71:5146
广州综合,http://125.89.163.44:8888/rtp/239.253.43.66:5146
广州综合,http://125.89.163.44:8888/rtp/239.253.43.71:5146
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州影视,http://14.112.86.85:4022/rtp/239.253.43.68:5146
广州影视,http://14.112.86.85:4022/rtp/239.253.43.73:5146
广州影视,http://125.89.163.44:8888/rtp/239.253.43.68:5146
广州影视,http://125.89.163.44:8888/rtp/239.253.43.73:5146
广州影视,http://119.134.111.179:8888/rtp/239.253.43.68:5146
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州竞赛,http://14.112.86.85:4022/rtp/239.253.43.70:5146
广州竞赛,http://14.112.86.85:4022/rtp/239.253.43.75:5146
广州竞赛,http://125.89.163.44:8888/rtp/239.253.43.70:5146
广州竞赛,http://125.89.163.44:8888/rtp/239.253.43.75:5146
广州竞赛,http://119.134.111.179:8888/rtp/239.253.43.70:5146
广州竞赛,http://119.134.111.179:8888/rtp/239.253.43.75:5146
广州竞赛,http://119.32.12.32:2901/udp/224.1.100.105:11111
广州竞赛,http://qjrhc.jydjd.top:2911/udp/224.1.100.106:11111
江门综合,http://14.112.86.85:4022/rtp/239.77.0.195:5146
江门综合,http://14.112.86.85:4022/rtp/239.77.0.201:5146
江门综合,http://125.89.163.44:8888/rtp/239.77.0.195:5146
江门综合,http://125.89.163.44:8888/rtp/239.77.0.201:5146
江门综合,http://119.134.111.179:8888/rtp/239.77.0.195:5146
江门综合,http://119.134.111.179:8888/rtp/239.77.0.201:5146
江门综合,http://14.112.86.85:4022/udp/239.77.0.201:5146
江门侨乡生活,http://14.112.86.85:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://14.112.86.85:4022/rtp/239.77.0.202:5146
江门侨乡生活,http://125.89.163.44:8888/rtp/239.77.0.196:5146
江门侨乡生活,http://125.89.163.44:8888/rtp/239.77.0.202:5146
江门侨乡生活,http://119.134.111.179:8888/rtp/239.77.0.196:5146
江门侨乡生活,http://119.134.111.179:8888/rtp/239.77.0.202:5146
江门侨乡生活,http://14.112.86.85:4022/udp/239.77.0.202:5146
佛山综合,http://14.112.86.85:4022/rtp/239.253.43.52:5146
佛山综合,http://14.112.86.85:4022/rtp/239.253.43.57:5146
佛山综合,http://125.89.163.44:8888/rtp/239.253.43.52:5146
佛山综合,http://125.89.163.44:8888/rtp/239.253.43.57:5146
佛山综合,http://119.134.111.179:8888/rtp/239.253.43.52:5146
佛山综合,http://119.134.111.179:8888/rtp/239.253.43.57:5146
佛山综合,http://14.112.86.85:4022/udp/239.253.43.57:5146
深圳卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/szws-hd/2500.m3u8?innersid=15000776628606995758
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8
深圳卫视,http://[2409:8087:5e00:24::20]:6610/000000001000/1/1000000005000265028/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225741/2/index.m3u8
深圳卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225700/2/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226313/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226313/index.m3u8
汕头综合,http://14.112.86.85:4022/rtp/239.253.43.30:5146
汕头综合,http://14.112.86.85:4022/rtp/239.77.1.130:5146
汕头综合,http://14.112.86.85:4022/rtp/239.253.43.45:5146
汕头综合,http://125.89.163.44:8888/rtp/239.253.43.30:5146
汕头综合,http://125.89.163.44:8888/rtp/239.77.1.130:5146
汕头综合,http://125.89.163.44:8888/rtp/239.253.43.45:5146
汕头综合,http://119.134.111.179:8888/rtp/239.253.43.30:5146
汕头综合,http://119.134.111.179:8888/rtp/239.77.1.130:5146
汕头综合,http://119.134.111.179:8888/rtp/239.253.43.45:5146
汕头综合,http://14.112.86.85:4022/udp/239.77.1.130:5146
汕头经济,http://14.112.86.85:4022/rtp/239.77.1.131:5146
汕头经济,http://14.112.86.85:4022/rtp/239.253.43.43:5146
汕头经济,http://14.112.86.85:4022/rtp/239.253.43.46:5146
汕头经济,http://125.89.163.44:8888/rtp/239.77.1.131:5146
汕头经济,http://125.89.163.44:8888/rtp/239.253.43.43:5146
汕头经济,http://125.89.163.44:8888/rtp/239.253.43.46:5146
汕头经济,http://119.134.111.179:8888/rtp/239.77.1.131:5146
汕头经济,http://119.134.111.179:8888/rtp/239.253.43.43:5146
汕头经济,http://119.134.111.179:8888/rtp/239.253.43.46:5146
汕头经济,http://14.112.86.85:4022/udp/239.77.1.131:5146
汕头文旅,http://14.112.86.85:4022/rtp/239.77.1.132:5146
汕头文旅,http://14.112.86.85:4022/rtp/239.253.43.44:5146
汕头文旅,http://14.112.86.85:4022/rtp/239.253.43.47:5146
汕头文旅,http://125.89.163.44:8888/rtp/239.77.1.132:5146
汕头文旅,http://125.89.163.44:8888/rtp/239.253.43.44:5146
汕头文旅,http://125.89.163.44:8888/rtp/239.253.43.47:5146
汕头文旅,http://119.134.111.179:8888/rtp/239.77.1.132:5146
汕头文旅,http://119.134.111.179:8888/rtp/239.253.43.44:5146
汕头文旅,http://119.134.111.179:8888/rtp/239.253.43.47:5146
汕头文旅,http://14.112.86.85:4022/udp/239.77.1.132:5146
茂名综合,http://14.112.86.85:4022/rtp/239.77.0.204:5146
茂名综合,http://14.112.86.85:4022/rtp/239.77.0.206:5146
茂名综合,http://125.89.163.44:8888/rtp/239.77.0.204:5146
茂名综合,http://125.89.163.44:8888/rtp/239.77.0.206:5146
茂名综合,http://119.134.111.179:8888/rtp/239.77.0.204:5146
茂名综合,http://119.134.111.179:8888/rtp/239.77.0.206:5146
茂名综合,http://14.112.86.85:4022/udp/239.77.0.206:5146
茂名公共,http://14.112.86.85:4022/rtp/239.77.0.205:5146
茂名公共,http://14.112.86.85:4022/rtp/239.77.0.207:5146
茂名公共,http://125.89.163.44:8888/rtp/239.77.0.205:5146
茂名公共,http://125.89.163.44:8888/rtp/239.77.0.207:5146
茂名公共,http://119.134.111.179:8888/rtp/239.77.0.205:5146
茂名公共,http://119.134.111.179:8888/rtp/239.77.0.207:5146
茂名公共,http://14.112.86.85:4022/udp/239.77.0.207:5146

☘️浙江频道,#genre#
浙江钱江,http://120.55.49.231:3095/rtp/233.50.201.132:5140
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江台,http://120.55.49.231:3095/rtp/233.50.201.132:5140
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8
浙江钱江台,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江生活,http://183.136.148.214:9901/tsfile/live/1008_1.m3u8
浙江生活,http://120.55.49.231:3095/rtp/233.50.201.133:5140
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?
浙江经济生活,http://123.157.31.182:7912/rtp/233.50.201.133:5140
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教育,http://123.157.31.182:7912/rtp/233.50.201.134:5140
浙江教育,http://120.55.49.231:3095/rtp/233.50.201.134:5140
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?
浙江民生,http://123.157.31.182:7912/rtp/233.50.201.136:5140
浙江民生,http://120.55.49.231:3095/rtp/233.50.201.136:5140
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?
浙江新闻,http://183.136.148.214:9901/tsfile/live/1011_1.m3u8
浙江新闻,http://120.55.49.231:3095/rtp/233.50.201.137:5140
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8
浙江少儿,http://123.157.31.182:7912/rtp/233.50.201.138:5140
浙江少儿,http://183.136.148.214:9901/tsfile/live/1012_1.m3u8
浙江少儿,http://120.55.49.231:7320/rtp/233.50.201.138:5140
浙江少儿,http://120.55.49.231:3095/rtp/233.50.201.138:5140
浙江少儿,http://120.55.49.231:2693/rtp/233.50.201.138:5140
浙江少儿,http://120.55.49.231:3543/rtp/233.50.201.138:5140
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
杭州综合,http://120.55.49.231:3095/rtp/233.50.201.173:5140
杭州明珠,http://120.55.49.231:3095/rtp/233.50.201.174:5140
杭州生活,http://120.55.49.231:3095/rtp/233.50.201.175:5140
杭州影视,http://120.55.49.231:3095/rtp/233.50.201.176:5140
杭州青少,http://120.55.49.231:3095/rtp/233.50.201.177:5140
杭州导视,http://123.157.31.182:7912/rtp/233.50.201.182:5140
杭州导视,http://120.55.49.231:3095/rtp/233.50.201.182:5140
宁波TV1,http://123.157.31.182:7912/rtp/233.50.201.168:5140
宁波TV2,http://123.157.31.182:7912/rtp/233.50.201.178:5140
宁波TV3,http://123.157.31.182:7912/rtp/233.50.201.179:5140
宁波TV4,http://123.157.31.182:7912/rtp/233.50.201.180:5140
宁波TV5,http://123.157.31.182:7912/rtp/233.50.201.181:5140
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江经济,http://120.55.49.231:3095/rtp/233.50.201.133:5140
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
之江纪录,http://120.55.49.231:3095/rtp/233.50.202.25:5140
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8
浙江国际,https://ct-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?
浙江国际,https://qiniup-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
丽水新闻,http://123.157.31.182:7912/rtp/233.50.201.162:5140
丽水新闻,http://120.55.49.231:3095/rtp/233.50.201.162:5140
湖州公共,http://123.157.31.182:7912/rtp/233.50.201.158:5140
衢州公共,http://120.55.49.231:3095/rtp/233.50.202.12:5140
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
龙游生活娱乐,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
龙游新闻综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8?zzhed
遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
